QueryAssembly,RetrievedAssembly,OntologySimilarity
22749_346e10ae,23163_7b143a6f,1.0
22749_346e10ae,21848_0fff9631,1.0
22749_346e10ae,22053_de30641b,1.0
22749_346e10ae,22891_b8c84495,1.0
22749_346e10ae,22378_234fea2c,1.0
20818_098cad7c,22421_19401bdd,0.7999999999999999
20818_098cad7c,19596_fb9531a5,0.7999999999999999
20818_098cad7c,22419_dfeb5d33,0.7999999999999999
20818_098cad7c,22428_c1ffa51a,0.7999999999999999
20818_098cad7c,23217_7c6062e3,0.7999999999999999
7780_6c885e81,22892_68138f24,0.7999999999999999
7780_6c885e81,21186_d1698d8c,0.7999999999999999
7780_6c885e81,22434_2ad62ed6,0.7999999999999999
7780_6c885e81,21692_777db9e2,0.7999999999999999
7780_6c885e81,20926_4c0f33f6,0.7999999999999999
21581_8f948e0b,23163_7b143a6f,1.0
21581_8f948e0b,21848_0fff9631,1.0
21581_8f948e0b,22053_de30641b,1.0
21581_8f948e0b,22891_b8c84495,1.0
21581_8f948e0b,22378_234fea2c,1.0
20186_f66e4ad3,23239_ba13cf5e,0.7999999999999999
20186_f66e4ad3,22839_113f2990,0.7999999999999999
20186_f66e4ad3,20958_94222947,0.7999999999999999
20186_f66e4ad3,21761_fdb5f86d,0.7999999999999999
20186_f66e4ad3,20231_f54462bb,0.7999999999999999
23322_8f85d82d,21202_e452c491,0.7999999999999999
23322_8f85d82d,20278_d442e77d,0.7999999999999999
23322_8f85d82d,22729_232da678,0.7999999999999999
23322_8f85d82d,22199_8ec9eeb2,0.7999999999999999
23322_8f85d82d,22440_014f1bac,0.7999999999999999
23235_f9ccb8b0,23123_f35404c4,1.0
23235_f9ccb8b0,22491_a33562ad,1.0
23235_f9ccb8b0,21741_c6faf98e,1.0
23235_f9ccb8b0,23162_7e2f3d77,1.0
23235_f9ccb8b0,21244_d67bbabc,1.0
21528_a5d5490f,21009_907a2a95,1.0
21528_a5d5490f,21552_4e9c19b1,1.0
21528_a5d5490f,21496_f4025ad5,1.0
21528_a5d5490f,23305_2662b29a,1.0
21528_a5d5490f,22729_232da678,1.0
23466_1cf60d09,21009_907a2a95,1.0
23466_1cf60d09,21552_4e9c19b1,1.0
23466_1cf60d09,21496_f4025ad5,1.0
23466_1cf60d09,23305_2662b29a,1.0
23466_1cf60d09,22729_232da678,1.0
21467_67965037,23102_211ad1db,0.7999999999999999
21467_67965037,21271_ec7f62b8,0.7999999999999999
21467_67965037,23468_a0bfb573,0.7999999999999999
21467_67965037,22983_0ab3faaf,0.7999999999999999
21467_67965037,22892_68138f24,0.7999999999999999
20165_2b088be5,20622_38dd90d0,1.0
20165_2b088be5,20293_a1999339,1.0
20165_2b088be5,20500_e88d8065,1.0
20165_2b088be5,20260_4a01a99d,1.0
20165_2b088be5,20533_0a3e112b,1.0
22581_406c16c4,23123_f35404c4,1.0
22581_406c16c4,22491_a33562ad,1.0
22581_406c16c4,21741_c6faf98e,1.0
22581_406c16c4,23162_7e2f3d77,1.0
22581_406c16c4,21244_d67bbabc,1.0
21781_5985da6d,23163_7b143a6f,1.0
21781_5985da6d,21848_0fff9631,1.0
21781_5985da6d,22053_de30641b,1.0
21781_5985da6d,22891_b8c84495,1.0
21781_5985da6d,22378_234fea2c,1.0
21267_35a558cc,23163_7b143a6f,1.0
21267_35a558cc,21848_0fff9631,1.0
21267_35a558cc,22053_de30641b,1.0
21267_35a558cc,22891_b8c84495,1.0
21267_35a558cc,22378_234fea2c,1.0
21849_a5f563a6,22421_19401bdd,1.0
21849_a5f563a6,23310_7daded69,1.0
21849_a5f563a6,22893_eb8aa8ac,1.0
21849_a5f563a6,20799_213bf924,1.0
21849_a5f563a6,21174_861bd902,1.0
20722_90d46353,21202_e452c491,0.7999999999999999
20722_90d46353,20278_d442e77d,0.7999999999999999
20722_90d46353,22729_232da678,0.7999999999999999
20722_90d46353,22199_8ec9eeb2,0.7999999999999999
20722_90d46353,22440_014f1bac,0.7999999999999999
23213_3df3cb34,21009_907a2a95,1.0
23213_3df3cb34,21552_4e9c19b1,1.0
23213_3df3cb34,21496_f4025ad5,1.0
23213_3df3cb34,23305_2662b29a,1.0
23213_3df3cb34,22729_232da678,1.0
22073_951645ae,23163_7b143a6f,1.0
22073_951645ae,21848_0fff9631,1.0
22073_951645ae,22053_de30641b,1.0
22073_951645ae,22891_b8c84495,1.0
22073_951645ae,22378_234fea2c,1.0
22341_0f9c52ed,21202_e452c491,0.7999999999999999
22341_0f9c52ed,20278_d442e77d,0.7999999999999999
22341_0f9c52ed,22729_232da678,0.7999999999999999
22341_0f9c52ed,22199_8ec9eeb2,0.7999999999999999
22341_0f9c52ed,22440_014f1bac,0.7999999999999999
22075_12b129d5,23163_7b143a6f,1.0
22075_12b129d5,21848_0fff9631,1.0
22075_12b129d5,22053_de30641b,1.0
22075_12b129d5,22891_b8c84495,1.0
22075_12b129d5,22378_234fea2c,1.0
22762_dcbdd14d,21271_ec7f62b8,1.0
22762_dcbdd14d,22678_ff42f120,1.0
22762_dcbdd14d,23468_a0bfb573,1.0
22762_dcbdd14d,21497_9833a679,1.0
22762_dcbdd14d,22245_ca848576,1.0
21722_68aeba65,22211_b1ee53f0,1.0
21722_68aeba65,22065_0d414124,1.0
21722_68aeba65,22028_776fbf0d,1.0
21722_68aeba65,22717_08784417,1.0
21722_68aeba65,23419_ea47995f,1.0
22133_465d7a91,23163_7b143a6f,1.0
22133_465d7a91,21848_0fff9631,1.0
22133_465d7a91,22053_de30641b,1.0
22133_465d7a91,22891_b8c84495,1.0
22133_465d7a91,22378_234fea2c,1.0
21592_c5e77a82,21009_907a2a95,1.0
21592_c5e77a82,21552_4e9c19b1,1.0
21592_c5e77a82,21496_f4025ad5,1.0
21592_c5e77a82,23305_2662b29a,1.0
21592_c5e77a82,22729_232da678,1.0
21511_d07c59c2,22421_19401bdd,1.0
21511_d07c59c2,23310_7daded69,1.0
21511_d07c59c2,22893_eb8aa8ac,1.0
21511_d07c59c2,20799_213bf924,1.0
21511_d07c59c2,21174_861bd902,1.0
21994_357aac6f,23239_ba13cf5e,0.7999999999999999
21994_357aac6f,22261_6efe61e3,0.7999999999999999
21994_357aac6f,21469_abec26c4,0.7999999999999999
21994_357aac6f,20495_e8e7e80c,0.7999999999999999
21994_357aac6f,23218_02d26ab4,0.7999999999999999
20671_33532794,20958_94222947,1.0
20671_33532794,23096_7da0f913,1.0
20671_33532794,21533_8837772a,1.0
20671_33532794,23158_c7e753c2,0.7999999999999999
20671_33532794,20804_0dcacc66,0.7999999999999999
20697_d3e106b4,22421_19401bdd,1.0
20697_d3e106b4,23310_7daded69,1.0
20697_d3e106b4,22893_eb8aa8ac,1.0
20697_d3e106b4,20799_213bf924,1.0
20697_d3e106b4,21174_861bd902,1.0
20241_ccb70dc8,20469_b6211bfd,1.0
20241_ccb70dc8,20466_4b3e5186,1.0
20241_ccb70dc8,20231_f54462bb,1.0
20241_ccb70dc8,20332_0c2a24aa,1.0
20241_ccb70dc8,20406_dacb0300,1.0
21557_53eafe15,22581_406c16c4,1.0
21557_53eafe15,23123_f35404c4,1.0
21557_53eafe15,21741_c6faf98e,1.0
21557_53eafe15,23282_a1b17daa,1.0
21557_53eafe15,22056_79373464,1.0
7778_3a9748b3,20787_ed64ff5e,0.7999999999999999
7778_3a9748b3,22483_f4e4b62a,0.7999999999999999
7778_3a9748b3,22430_c6f08b03,0.7999999999999999
7778_3a9748b3,22413_901f5867,0.7999999999999999
7778_3a9748b3,21352_d60bc953,0.7999999999999999
20488_589ac9c0,20469_b6211bfd,1.0
20488_589ac9c0,20466_4b3e5186,1.0
20488_589ac9c0,20231_f54462bb,1.0
20488_589ac9c0,20332_0c2a24aa,1.0
20488_589ac9c0,20406_dacb0300,1.0
23374_57cca189,21202_e452c491,0.7999999999999999
23374_57cca189,20278_d442e77d,0.7999999999999999
23374_57cca189,22729_232da678,0.7999999999999999
23374_57cca189,22199_8ec9eeb2,0.7999999999999999
23374_57cca189,22440_014f1bac,0.7999999999999999
22129_48b47c52,21448_5646a1b6,1.0
22129_48b47c52,23103_43bde2a6,1.0
22129_48b47c52,20758_cdccf572,1.0
22129_48b47c52,20807_88c198d5,1.0
22129_48b47c52,21825_ce32b0a0,1.0
20176_a02bde39,20440_27177360,1.0
20176_a02bde39,21202_e452c491,0.7999999999999999
20176_a02bde39,20278_d442e77d,0.7999999999999999
20176_a02bde39,22729_232da678,0.7999999999999999
20176_a02bde39,22199_8ec9eeb2,0.7999999999999999
19596_fb9531a5,22421_19401bdd,0.7999999999999999
19596_fb9531a5,20697_d3e106b4,0.7999999999999999
19596_fb9531a5,22419_dfeb5d33,0.7999999999999999
19596_fb9531a5,22428_c1ffa51a,0.7999999999999999
19596_fb9531a5,23217_7c6062e3,0.7999999999999999
20438_5f344b00,21448_5646a1b6,0.7999999999999999
20438_5f344b00,21665_2e14b6ff,0.7999999999999999
20438_5f344b00,21990_7bb6efcf,0.7999999999999999
20438_5f344b00,22236_db209dff,0.7999999999999999
20438_5f344b00,22508_6bb410af,0.7999999999999999
23419_ea47995f,22211_b1ee53f0,1.0
23419_ea47995f,22065_0d414124,1.0
23419_ea47995f,22028_776fbf0d,1.0
23419_ea47995f,22717_08784417,1.0
23419_ea47995f,21722_68aeba65,1.0
22035_101c7ab4,21429_6d2d3974,1.0
22035_101c7ab4,21202_e452c491,0.7999999999999999
22035_101c7ab4,20278_d442e77d,0.7999999999999999
22035_101c7ab4,22199_8ec9eeb2,0.7999999999999999
22035_101c7ab4,22440_014f1bac,0.7999999999999999
20989_a261efa3,20429_419c4cdd,1.0
20989_a261efa3,20216_89b90993,1.0
20989_a261efa3,20451_84d8b290,1.0
20989_a261efa3,20384_767d849a,1.0
20989_a261efa3,20429_9dd95c38,1.0
23127_38d73061,21271_ec7f62b8,1.0
23127_38d73061,22049_4da0d894,1.0
23127_38d73061,22762_dcbdd14d,1.0
23127_38d73061,21497_9833a679,1.0
23127_38d73061,22245_ca848576,1.0
23354_8182b4eb,20815_b3d9e6c9,1.0
23354_8182b4eb,21185_ac5324ba,1.0
23354_8182b4eb,22224_1e749c32,1.0
23354_8182b4eb,21715_53df62c9,1.0
23354_8182b4eb,23238_3c864758,1.0
21685_93737a7a,20477_633cca4f,1.0
21685_93737a7a,20421_0fd51709,1.0
21685_93737a7a,22027_11a2e852,1.0
21685_93737a7a,21204_96d26a7f,0.7999999999999999
21685_93737a7a,22419_dfeb5d33,0.7999999999999999
21989_a0b5037d,21009_907a2a95,1.0
21989_a0b5037d,21552_4e9c19b1,1.0
21989_a0b5037d,21496_f4025ad5,1.0
21989_a0b5037d,23305_2662b29a,1.0
21989_a0b5037d,22729_232da678,1.0
22027_11a2e852,20477_633cca4f,1.0
22027_11a2e852,20421_0fd51709,1.0
22027_11a2e852,21685_93737a7a,1.0
22027_11a2e852,21204_96d26a7f,0.7999999999999999
22027_11a2e852,22419_dfeb5d33,0.7999999999999999
21184_971559b6,23163_7b143a6f,1.0
21184_971559b6,21848_0fff9631,1.0
21184_971559b6,22053_de30641b,1.0
21184_971559b6,22891_b8c84495,1.0
21184_971559b6,22378_234fea2c,1.0
20547_ec8cfd0d,23163_7b143a6f,1.0
20547_ec8cfd0d,21848_0fff9631,1.0
20547_ec8cfd0d,22053_de30641b,1.0
20547_ec8cfd0d,22891_b8c84495,1.0
20547_ec8cfd0d,22378_234fea2c,1.0
20479_77930584,20469_b6211bfd,1.0
20479_77930584,20466_4b3e5186,1.0
20479_77930584,20231_f54462bb,1.0
20479_77930584,20332_0c2a24aa,1.0
20479_77930584,20406_dacb0300,1.0
22589_2c8f7c0b,23163_7b143a6f,1.0
22589_2c8f7c0b,21848_0fff9631,1.0
22589_2c8f7c0b,22053_de30641b,1.0
22589_2c8f7c0b,22891_b8c84495,1.0
22589_2c8f7c0b,22378_234fea2c,1.0
20741_c337946f,23163_7b143a6f,1.0
20741_c337946f,21848_0fff9631,1.0
20741_c337946f,22053_de30641b,1.0
20741_c337946f,22891_b8c84495,1.0
20741_c337946f,22378_234fea2c,1.0
20237_06b27bf5,20502_58b65de9,1.0
20237_06b27bf5,21982_bdafa78d,0.7999999999999999
20237_06b27bf5,23170_6ea8ded5,0.7999999999999999
20237_06b27bf5,22141_5db99710,0.7999999999999999
20237_06b27bf5,21603_98a15295,0.7999999999999999
20431_0088a0dd,21202_e452c491,0.7999999999999999
20431_0088a0dd,20278_d442e77d,0.7999999999999999
20431_0088a0dd,22729_232da678,0.7999999999999999
20431_0088a0dd,22199_8ec9eeb2,0.7999999999999999
20431_0088a0dd,22440_014f1bac,0.7999999999999999
22417_4a15d62e,20245_f1b25d43,1.0
22417_4a15d62e,20745_3e22ad07,1.0
22417_4a15d62e,21316_69ed56f5,0.7999999999999999
22417_4a15d62e,21839_a8eb6d34,0.7999999999999999
22417_4a15d62e,22419_dfeb5d33,0.7999999999999999
20672_0bc07cce,23163_7b143a6f,1.0
20672_0bc07cce,21848_0fff9631,1.0
20672_0bc07cce,22053_de30641b,1.0
20672_0bc07cce,22891_b8c84495,1.0
20672_0bc07cce,22378_234fea2c,1.0
21616_c6c3347a,23163_7b143a6f,1.0
21616_c6c3347a,21848_0fff9631,1.0
21616_c6c3347a,22053_de30641b,1.0
21616_c6c3347a,22891_b8c84495,1.0
21616_c6c3347a,22378_234fea2c,1.0
22576_d05619d1,22421_19401bdd,0.7999999999999999
22576_d05619d1,20697_d3e106b4,0.7999999999999999
22576_d05619d1,22419_dfeb5d33,0.7999999999999999
22576_d05619d1,22428_c1ffa51a,0.7999999999999999
22576_d05619d1,23217_7c6062e3,0.7999999999999999
20946_6573271d,21448_5646a1b6,1.0
20946_6573271d,23103_43bde2a6,1.0
20946_6573271d,20758_cdccf572,1.0
20946_6573271d,20807_88c198d5,1.0
20946_6573271d,21825_ce32b0a0,1.0
22483_f4e4b62a,20787_ed64ff5e,0.7999999999999999
22483_f4e4b62a,20246_40be7668,0.7999999999999999
22483_f4e4b62a,21582_a3d32115,0.7999999999999999
22483_f4e4b62a,22430_c6f08b03,0.7999999999999999
22483_f4e4b62a,22413_901f5867,0.7999999999999999
20467_f1fcc009,21459_a9de5e5b,1.0
20467_f1fcc009,23239_ba13cf5e,0.7999999999999999
20467_f1fcc009,21806_616e985a,0.7999999999999999
20467_f1fcc009,20495_e8e7e80c,0.7999999999999999
20467_f1fcc009,23218_02d26ab4,0.7999999999999999
20279_aed6b3b3,22421_19401bdd,0.7999999999999999
20279_aed6b3b3,20697_d3e106b4,0.7999999999999999
20279_aed6b3b3,22419_dfeb5d33,0.7999999999999999
20279_aed6b3b3,22428_c1ffa51a,0.7999999999999999
20279_aed6b3b3,23217_7c6062e3,0.7999999999999999
22058_71feafda,23163_7b143a6f,1.0
22058_71feafda,21848_0fff9631,1.0
22058_71feafda,22053_de30641b,1.0
22058_71feafda,22891_b8c84495,1.0
22058_71feafda,22378_234fea2c,1.0
23413_6702ec7f,21202_e452c491,0.7999999999999999
23413_6702ec7f,20278_d442e77d,0.7999999999999999
23413_6702ec7f,22729_232da678,0.7999999999999999
23413_6702ec7f,22199_8ec9eeb2,0.7999999999999999
23413_6702ec7f,22440_014f1bac,0.7999999999999999
21093_1bda9bbe,21700_28d193ac,0.7999999999999999
21093_1bda9bbe,21580_b8b2571b,0.7999999999999999
21093_1bda9bbe,22827_f33929ec,0.7999999999999999
21093_1bda9bbe,21809_8bd6b10e,0.7999999999999999
21093_1bda9bbe,22076_20e8a107,0.7999999999999999
20544_43691724,21700_28d193ac,0.7999999999999999
20544_43691724,21580_b8b2571b,0.7999999999999999
20544_43691724,22827_f33929ec,0.7999999999999999
20544_43691724,21809_8bd6b10e,0.7999999999999999
20544_43691724,22076_20e8a107,0.7999999999999999
22764_b884dce6,21700_28d193ac,0.7999999999999999
22764_b884dce6,21580_b8b2571b,0.7999999999999999
22764_b884dce6,22827_f33929ec,0.7999999999999999
22764_b884dce6,21809_8bd6b10e,0.7999999999999999
22764_b884dce6,22076_20e8a107,0.7999999999999999
21069_508a9947,20787_ed64ff5e,0.7999999999999999
21069_508a9947,22483_f4e4b62a,0.7999999999999999
21069_508a9947,22430_c6f08b03,0.7999999999999999
21069_508a9947,22413_901f5867,0.7999999999999999
21069_508a9947,21352_d60bc953,0.7999999999999999
20959_d4905d19,22421_19401bdd,0.7999999999999999
20959_d4905d19,20697_d3e106b4,0.7999999999999999
20959_d4905d19,22419_dfeb5d33,0.7999999999999999
20959_d4905d19,22428_c1ffa51a,0.7999999999999999
20959_d4905d19,23217_7c6062e3,0.7999999999999999
20421_83f66ddc,20414_a33bd0d7,0.7999999999999999
20421_83f66ddc,21600_0027c6fc,0.7999999999999999
20421_83f66ddc,22062_2d6b3b72,0.7999999999999999
20421_83f66ddc,23034_b38134ee,0.7999999999999999
20421_83f66ddc,21625_d5d4c9a7,0.7999999999999999
22472_f65d3470,23163_7b143a6f,1.0
22472_f65d3470,21848_0fff9631,1.0
22472_f65d3470,22053_de30641b,1.0
22472_f65d3470,22891_b8c84495,1.0
22472_f65d3470,22378_234fea2c,1.0
20260_4a01a99d,20533_0a3e112b,1.0
20260_4a01a99d,20293_a1999339,1.0
20260_4a01a99d,20500_e88d8065,1.0
20260_4a01a99d,20165_2b088be5,1.0
20260_4a01a99d,20622_38dd90d0,1.0
23309_76dcf100,22421_19401bdd,1.0
23309_76dcf100,23310_7daded69,1.0
23309_76dcf100,22893_eb8aa8ac,1.0
23309_76dcf100,20799_213bf924,1.0
23309_76dcf100,21174_861bd902,1.0
21790_aaf9224a,21009_907a2a95,1.0
21790_aaf9224a,21552_4e9c19b1,1.0
21790_aaf9224a,21496_f4025ad5,1.0
21790_aaf9224a,23305_2662b29a,1.0
21790_aaf9224a,22729_232da678,1.0
23152_6f2706c9,20815_b3d9e6c9,1.0
23152_6f2706c9,21695_1f33863f,1.0
23152_6f2706c9,22078_1758e9fc,1.0
23152_6f2706c9,22062_2d6b3b72,1.0
23152_6f2706c9,21185_ac5324ba,1.0
21257_770fee9a,21448_5646a1b6,1.0
21257_770fee9a,23103_43bde2a6,1.0
21257_770fee9a,20758_cdccf572,1.0
21257_770fee9a,20807_88c198d5,1.0
21257_770fee9a,21825_ce32b0a0,1.0
22306_c3dca308,23273_8f301ce3,0.7999999999999999
22306_c3dca308,21492_8bd34fc1,0.7999999999999999
22306_c3dca308,22415_658c81dd,0.7999999999999999
22306_c3dca308,21722_68aeba65,0.7999999999999999
22306_c3dca308,22211_b1ee53f0,0.7999999999999999
20628_e0551f7c,20329_414757bb,1.0
20628_e0551f7c,20239_49b65a55,1.0
20628_e0551f7c,19810_f77c5501,1.0
20628_e0551f7c,20899_a8d7c6d5,1.0
20628_e0551f7c,20141_b9376856,1.0
20838_86c931be,23239_ba13cf5e,0.7999999999999999
20838_86c931be,22261_6efe61e3,0.7999999999999999
20838_86c931be,21469_abec26c4,0.7999999999999999
20838_86c931be,20495_e8e7e80c,0.7999999999999999
20838_86c931be,23218_02d26ab4,0.7999999999999999
22154_24342da4,21448_5646a1b6,1.0
22154_24342da4,23103_43bde2a6,1.0
22154_24342da4,20758_cdccf572,1.0
22154_24342da4,20807_88c198d5,1.0
22154_24342da4,21825_ce32b0a0,1.0
22980_3cb3bcc8,21009_907a2a95,1.0
22980_3cb3bcc8,21552_4e9c19b1,1.0
22980_3cb3bcc8,21496_f4025ad5,1.0
22980_3cb3bcc8,23305_2662b29a,1.0
22980_3cb3bcc8,22729_232da678,1.0
20478_c02790cb,20469_b6211bfd,1.0
20478_c02790cb,20479_77930584,1.0
20478_c02790cb,20193_2da4f0a0,1.0
20478_c02790cb,20291_42287610,1.0
20478_c02790cb,20406_dacb0300,1.0
20477_633cca4f,22027_11a2e852,1.0
20477_633cca4f,21685_93737a7a,1.0
20477_633cca4f,20421_0fd51709,1.0
20477_633cca4f,22421_19401bdd,0.7999999999999999
20477_633cca4f,21204_96d26a7f,0.7999999999999999
20225_4ce6d59b,22892_68138f24,0.7999999999999999
20225_4ce6d59b,21186_d1698d8c,0.7999999999999999
20225_4ce6d59b,22434_2ad62ed6,0.7999999999999999
20225_4ce6d59b,20419_8ce893b6,0.7999999999999999
20225_4ce6d59b,20237_06b27bf5,0.7999999999999999
20797_78b83489,21009_907a2a95,1.0
20797_78b83489,21552_4e9c19b1,1.0
20797_78b83489,21496_f4025ad5,1.0
20797_78b83489,23305_2662b29a,1.0
20797_78b83489,22729_232da678,1.0
23376_9b48819a,21700_28d193ac,0.7999999999999999
23376_9b48819a,21580_b8b2571b,0.7999999999999999
23376_9b48819a,22827_f33929ec,0.7999999999999999
23376_9b48819a,21809_8bd6b10e,0.7999999999999999
23376_9b48819a,22076_20e8a107,0.7999999999999999
22534_e899f645,21202_e452c491,0.7999999999999999
22534_e899f645,20278_d442e77d,0.7999999999999999
22534_e899f645,22729_232da678,0.7999999999999999
22534_e899f645,22199_8ec9eeb2,0.7999999999999999
22534_e899f645,22440_014f1bac,0.7999999999999999
22079_31335df2,21582_a3d32115,0.7999999999999999
22079_31335df2,21244_24c3ce72,0.7999999999999999
22079_31335df2,22413_901f5867,0.7999999999999999
22079_31335df2,23235_f9ccb8b0,0.7999999999999999
22079_31335df2,21352_d60bc953,0.7999999999999999
22414_14ead4a3,21271_ec7f62b8,1.0
22414_14ead4a3,22678_ff42f120,1.0
22414_14ead4a3,22762_dcbdd14d,1.0
22414_14ead4a3,21497_9833a679,1.0
22414_14ead4a3,22245_ca848576,1.0
23313_210c6783,21009_907a2a95,1.0
23313_210c6783,21552_4e9c19b1,1.0
23313_210c6783,21496_f4025ad5,1.0
23313_210c6783,23305_2662b29a,1.0
23313_210c6783,22729_232da678,1.0
21600_0027c6fc,23366_cc0bc28e,1.0
21600_0027c6fc,23354_8182b4eb,1.0
21600_0027c6fc,21715_53df62c9,1.0
21600_0027c6fc,23238_3c864758,1.0
21600_0027c6fc,22074_c0265b0d,1.0
21081_72fa4ad1,22421_19401bdd,1.0
21081_72fa4ad1,23310_7daded69,1.0
21081_72fa4ad1,22893_eb8aa8ac,1.0
21081_72fa4ad1,20799_213bf924,1.0
21081_72fa4ad1,21174_861bd902,1.0
21423_196855d1,23163_7b143a6f,1.0
21423_196855d1,21848_0fff9631,1.0
21423_196855d1,22053_de30641b,1.0
21423_196855d1,22891_b8c84495,1.0
21423_196855d1,22378_234fea2c,1.0
22670_9353c710,20787_ed64ff5e,0.7999999999999999
22670_9353c710,22483_f4e4b62a,0.7999999999999999
22670_9353c710,21582_a3d32115,0.7999999999999999
22670_9353c710,22430_c6f08b03,0.7999999999999999
22670_9353c710,22413_901f5867,0.7999999999999999
20421_38b63ca5,20421_49bd1188,1.0
20421_38b63ca5,20520_7e357152,1.0
20421_38b63ca5,20389_c835706f,1.0
20421_38b63ca5,21592_c5e77a82,0.7999999999999999
20421_38b63ca5,23409_e27e3b8b,0.7999999999999999
21718_1551037b,20787_ed64ff5e,0.7999999999999999
21718_1551037b,22483_f4e4b62a,0.7999999999999999
21718_1551037b,21582_a3d32115,0.7999999999999999
21718_1551037b,22430_c6f08b03,0.7999999999999999
21718_1551037b,22413_901f5867,0.7999999999999999
20585_09b72895,21271_ec7f62b8,1.0
20585_09b72895,22678_ff42f120,1.0
20585_09b72895,22762_dcbdd14d,1.0
20585_09b72895,21497_9833a679,1.0
20585_09b72895,22245_ca848576,1.0
21828_21ab2114,21271_ec7f62b8,1.0
21828_21ab2114,22678_ff42f120,1.0
21828_21ab2114,22762_dcbdd14d,1.0
21828_21ab2114,21497_9833a679,1.0
21828_21ab2114,22245_ca848576,1.0
20511_e1b972aa,19810_f77c5501,1.0
20511_e1b972aa,20163_3742f394,1.0
20511_e1b972aa,20899_a8d7c6d5,1.0
20511_e1b972aa,20141_b9376856,1.0
20511_e1b972aa,20215_e2eb3082,1.0
22671_fdd1b1e6,23163_7b143a6f,1.0
22671_fdd1b1e6,21848_0fff9631,1.0
22671_fdd1b1e6,22053_de30641b,1.0
22671_fdd1b1e6,22891_b8c84495,1.0
22671_fdd1b1e6,22378_234fea2c,1.0
21139_cd619b26,23163_7b143a6f,1.0
21139_cd619b26,21848_0fff9631,1.0
21139_cd619b26,22053_de30641b,1.0
21139_cd619b26,22891_b8c84495,1.0
21139_cd619b26,22378_234fea2c,1.0
23184_731e5af0,23163_7b143a6f,1.0
23184_731e5af0,21848_0fff9631,1.0
23184_731e5af0,22053_de30641b,1.0
23184_731e5af0,22891_b8c84495,1.0
23184_731e5af0,22378_234fea2c,1.0
20990_0a226634,20792_d2ea0500,0.7999999999999999
20990_0a226634,21478_8fbd4409,0.7999999999999999
20990_0a226634,22080_594bcb66,0.7999999999999999
20990_0a226634,23438_b1ef78f4,0.7999999999999999
20990_0a226634,22434_2ad62ed6,0.6
20586_cbec2689,23239_ba13cf5e,0.7999999999999999
20586_cbec2689,20804_0dcacc66,0.7999999999999999
20586_cbec2689,20958_94222947,0.7999999999999999
20586_cbec2689,21761_fdb5f86d,0.7999999999999999
20586_cbec2689,20231_f54462bb,0.7999999999999999
20182_71b9e491,21202_e452c491,0.7999999999999999
20182_71b9e491,20278_d442e77d,0.7999999999999999
20182_71b9e491,22729_232da678,0.7999999999999999
20182_71b9e491,22199_8ec9eeb2,0.7999999999999999
20182_71b9e491,22440_014f1bac,0.7999999999999999
22981_93f268ae,23039_b3d04774,1.0
22981_93f268ae,20469_b6211bfd,0.7999999999999999
22981_93f268ae,23021_047d1f8a,0.7999999999999999
22981_93f268ae,21469_abec26c4,0.7999999999999999
22981_93f268ae,20951_2918f2fa,0.7999999999999999
20989_d1b8b0f8,19810_f77c5501,1.0
20989_d1b8b0f8,20163_3742f394,1.0
20989_d1b8b0f8,20141_b9376856,1.0
20989_d1b8b0f8,20215_e2eb3082,1.0
20989_d1b8b0f8,21202_e452c491,1.0
20451_557fe5cd,20216_89b90993,1.0
20451_557fe5cd,20451_84d8b290,1.0
20451_557fe5cd,20384_767d849a,1.0
20451_557fe5cd,20429_9dd95c38,1.0
20451_557fe5cd,20989_885bd9b9,1.0
22825_f4c18d65,23163_7b143a6f,1.0
22825_f4c18d65,21848_0fff9631,1.0
22825_f4c18d65,22053_de30641b,1.0
22825_f4c18d65,22891_b8c84495,1.0
22825_f4c18d65,22378_234fea2c,1.0
20533_0a3e112b,20293_a1999339,1.0
20533_0a3e112b,20500_e88d8065,1.0
20533_0a3e112b,20260_4a01a99d,1.0
20533_0a3e112b,20165_2b088be5,1.0
20533_0a3e112b,20622_38dd90d0,1.0
22196_e5bf8c9d,22196_0deb2e34,1.0
22196_e5bf8c9d,22197_94c66357,1.0
22196_e5bf8c9d,20676_9715ec9c,1.0
22196_e5bf8c9d,21292_f94bd96b,0.7999999999999999
22196_e5bf8c9d,22440_014f1bac,0.7999999999999999
21165_5cb2d287,23163_7b143a6f,1.0
21165_5cb2d287,21848_0fff9631,1.0
21165_5cb2d287,22053_de30641b,1.0
21165_5cb2d287,22891_b8c84495,1.0
21165_5cb2d287,22378_234fea2c,1.0
23101_6aec02ee,22421_19401bdd,1.0
23101_6aec02ee,23310_7daded69,1.0
23101_6aec02ee,22893_eb8aa8ac,1.0
23101_6aec02ee,20799_213bf924,1.0
23101_6aec02ee,21174_861bd902,1.0
20817_ef63b1a7,23366_cc0bc28e,1.0
20817_ef63b1a7,23354_8182b4eb,1.0
20817_ef63b1a7,21715_53df62c9,1.0
20817_ef63b1a7,23238_3c864758,1.0
20817_ef63b1a7,22074_c0265b0d,1.0
22141_5db99710,21271_ec7f62b8,1.0
22141_5db99710,22678_ff42f120,1.0
22141_5db99710,21497_9833a679,1.0
22141_5db99710,22245_ca848576,1.0
22141_5db99710,22095_af226cbc,1.0
20860_b8e9a191,21009_907a2a95,1.0
20860_b8e9a191,21552_4e9c19b1,1.0
